Gene ID,Gene Name,Lung_FoldChange,Lung_pValue
ENSG00000267013,LINC01929,1.3,0.231110638355871
ENSG00000267014,LINC01532,-0.1,0.96957376275157
ENSG00000267015,ENSG00000267015,-0.8,0.540512282320829
ENSG00000267016,ENSG00000267016,-1.5,0.0465588927526428
ENSG00000267023,LRRC37A16P,,
ENSG00000267026,ENSG00000267026,1.0,0.481502627630876
ENSG00000267028,TCF4-AS1,-1.2,0.187094524916503
ENSG00000267032,ENSG00000267032,-0.7,0.713032746432819
ENSG00000267033,ENSG00000267033,,
ENSG00000267034,ENSG00000267034,-1.2,0.223446475879359
ENSG00000267039,ENSG00000267039,-1.1,0.23544528181769
ENSG00000267040,ENSG00000267040,0.5,0.134220481333398
ENSG00000267041,ZNF850,-0.3,0.6451596710596
ENSG00000267044,ENSG00000267044,,
ENSG00000267046,E2F3P1,0.2,0.872627504544219
ENSG00000267049,ENSG00000267049,,
ENSG00000267052,ENSG00000267052,-0.4,0.812041518826554
ENSG00000267053,ENSG00000267053,0.2,0.917515394310285
ENSG00000267055,ENSG00000267055,0.2,0.889194753760194
ENSG00000267056,ENSG00000267056,0.3,0.847956503949236
ENSG00000267058,ENSG00000267058,,
ENSG00000267060,PTGES3L,-1.7,0.151454464658675
ENSG00000267061,ENSG00000267061,-0.9,0.303535056310626
ENSG00000267063,ENSG00000267063,,
ENSG00000267064,UXT-AS1,,
ENSG00000267065,LINC02080,-0.7,0.548335448779574
ENSG00000267069,ENSG00000267069,,
ENSG00000267072,ENSG00000267072,-0.8,0.586385680451339
ENSG00000267074,ENSG00000267074,-0.2,0.80009171058808
ENSG00000267076,MIX23P3,,
ENSG00000267079,ENSG00000267079,-1.2,0.472358263897931
ENSG00000267080,ASB16-AS1,-0.2,0.853873628115803
ENSG00000267082,ENSG00000267082,-1.4,0.149962809458289
ENSG00000267083,KRT18P61,-1.4,0.297464479705105
ENSG00000267088,ENSG00000267088,0.1,0.953274960338804
ENSG00000267089,ENSG00000267089,-0.7,0.662441074247813
ENSG00000267092,ENSG00000267092,,
ENSG00000267096,ENSG00000267096,,
ENSG00000267097,SLC14A2-AS1,-2.2,0.039317721173653
ENSG00000267100,ILF3-DT,-0.9,0.0082520438599681
ENSG00000267101,ENSG00000267101,1.0,0.563736672988712
ENSG00000267102,ENSG00000267102,-1.0,0.281603130685214
ENSG00000267106,ZNF561-AS1,0.1,0.932862894501841
ENSG00000267107,PCAT19,0.7,0.286537928194293
ENSG00000267112,ENSG00000267112,-1.0,0.40454789427677
ENSG00000267114,ENSG00000267114,,
ENSG00000267115,ENSG00000267115,,
ENSG00000267117,ENSG00000267117,,
ENSG00000267119,RPL10P15,-0.2,0.867050573292564
ENSG00000267121,FMNL1-DT,-0.9,0.311085866300053
ENSG00000267122,ENSG00000267122,,
ENSG00000267123,SCAT1,1.7,0.208524268124589
ENSG00000267127,ENSG00000267127,-1.0,0.23941852223657
ENSG00000267128,RNF157-AS1,0.3,0.886304162683914
ENSG00000267130,ENSG00000267130,,
ENSG00000267131,ENSG00000267131,-0.3,0.836668711424677
ENSG00000267136,ENSG00000267136,-1.0,0.127758583481485
ENSG00000267137,ENSG00000267137,-0.7,0.584352644131163
ENSG00000267138,ENSG00000267138,1.7,0.246877660236573
ENSG00000267146,ENSG00000267146,-2.1,0.0645661510158613
ENSG00000267150,ENSG00000267150,-1.8,0.136937331930268
ENSG00000267152,ENSG00000267152,-0.1,0.813856304146806
ENSG00000267156,TPMTP1,,
ENSG00000267160,ENSG00000267160,-0.6,0.719260121468612
ENSG00000267169,ADGRL1-AS1,1.0,0.235113811235212
ENSG00000267174,ENSG00000267174,1.8,0.113110228332296
ENSG00000267177,ENSG00000267177,-0.4,0.841800867510862
ENSG00000267178,PHF5CP,1.0,0.508281841596719
ENSG00000267179,ENSG00000267179,-0.8,0.625914678821219
ENSG00000267182,SNRPCP20,,
ENSG00000267184,ENSG00000267184,-2.9,0.0023860378949024
ENSG00000267185,PTP4A2P1,1.6,0.0461417514135946
ENSG00000267191,ZNF45-AS1,-2.7,0.0483881635267282
ENSG00000267192,ENSG00000267192,0.1,0.924215638949675
ENSG00000267193,ENSG00000267193,-0.5,0.748181701123434
ENSG00000267196,ENSG00000267196,,
ENSG00000267198,ENSG00000267198,-0.6,0.556514028071601
ENSG00000267199,ENSG00000267199,-0.3,0.69395529196188
ENSG00000267203,SNRPGP4,0.5,0.42174643000535
ENSG00000267206,LCN6,-0.4,0.807706234117264
ENSG00000267207,ENSG00000267207,-2.2,0.0058465144538439
ENSG00000267212,ENSG00000267212,-0.6,0.519953095982281
ENSG00000267213,DPY19L3-DT,-2.9,0.0113787650692856
ENSG00000267214,ENSG00000267214,,
ENSG00000267216,ZNF8-ERVK3-1,-0.9,0.457090852197112
ENSG00000267218,ENSG00000267218,,
ENSG00000267219,ENSG00000267219,-1.8,0.103147478041203
ENSG00000267221,C17orf113,-1.9,0.0192009202240342
ENSG00000267222,ENSG00000267222,-0.3,0.848912862812139
ENSG00000267224,ENSG00000267224,-1.8,0.200098201522515
ENSG00000267226,MALT1-AS1,,
ENSG00000267234,ENSG00000267234,,
ENSG00000267244,ENSG00000267244,-2.7,0.014304410225831
ENSG00000267248,ENSG00000267248,-1.6,0.187031137929822
ENSG00000267249,ENSG00000267249,1.4,0.0406783883090647
ENSG00000267250,ENSG00000267250,-2.6,0.0378054365172528
ENSG00000267251,ENSG00000267251,0.2,0.846206661987689
ENSG00000267253,WHSC1L2P,-0.4,0.700342205484697
ENSG00000267254,ZNF790-AS1,-0.9,0.219035115012261
ENSG00000267257,ENSG00000267257,,
ENSG00000267259,ERVE-1,-3.8,0.000664732054230804
ENSG00000267260,ENSG00000267260,,
ENSG00000267262,ENSG00000267262,-2.9,8.44735786184563e-05
ENSG00000267263,ENSG00000267263,,
ENSG00000267264,ENSG00000267264,-1.9,0.0088574170897455
ENSG00000267265,GP6-AS1,-1.3,0.178875006432594
ENSG00000267269,ENSG00000267269,-0.9,0.376712373519269
ENSG00000267270,PARD6G-AS1,-0.2,0.890641387357841
ENSG00000267272,LINC01140,0.2,0.842123032367145
ENSG00000267274,ENSG00000267274,-0.9,0.451203488654362
ENSG00000267277,ENSG00000267277,-1.2,0.393528491151864
ENSG00000267278,MAP3K14-AS1,-0.5,0.592064196001746
ENSG00000267279,ENSG00000267279,-0.7,0.672946889180524
ENSG00000267280,TBX2-AS1,-1.7,0.0756217099353977
ENSG00000267281,ATF7-NPFF,,
ENSG00000267285,ENSG00000267285,-1.2,0.281603130685214
ENSG00000267288,ENSG00000267288,0.3,0.892623397391327
ENSG00000267289,PIN1-DT,,
ENSG00000267293,ENSG00000267293,,
ENSG00000267296,CEBPA-DT,-2.2,0.0848938487456425
ENSG00000267298,ENSG00000267298,-0.2,0.730910292936891
ENSG00000267299,ENSG00000267299,-1.3,0.280185453536517
ENSG00000267301,RPL23AP77,-0.1,0.966193712237499
ENSG00000267302,RNFT1-DT,1.0,0.555274317672587
ENSG00000267304,ENSG00000267304,,
ENSG00000267309,ZNF566-AS1,,
ENSG00000267311,ENSG00000267311,-2.3,0.0223868140556024
ENSG00000267312,ENSG00000267312,0.2,0.880938311062718
ENSG00000267313,KC6,-1.4,0.359050194423938
ENSG00000267316,ENSG00000267316,-2.1,0.039317721173653
ENSG00000267317,ENSG00000267317,-1.2,0.222050166616749
ENSG00000267321,SNHG30,-0.1,0.930659903217199
ENSG00000267322,SNHG22,-0.9,0.209977033639084
ENSG00000267325,LINC01415,0.7,0.44441700092536
ENSG00000267327,ENSG00000267327,-1.2,0.467527754702473
ENSG00000267333,ASNSP6,,
ENSG00000267340,ENSG00000267340,-2.1,0.127735312309152
ENSG00000267341,ENSG00000267341,-1.1,0.468487370966572
ENSG00000267342,ENSG00000267342,,
ENSG00000267343,ZNF833P,-2.8,0.0132547249163236
ENSG00000267344,ENSG00000267344,,
ENSG00000267346,EIF5AP3,,
ENSG00000267348,GEMIN7-AS1,-1.2,0.14101143126849
ENSG00000267353,ENSG00000267353,-1.7,0.24428394189385
ENSG00000267355,RPL9P29,-1.9,0.153506962895973
ENSG00000267360,ENSG00000267360,,
ENSG00000267361,SEC24AP1,-0.4,0.687440484673907
ENSG00000267364,ENSG00000267364,0.2,0.902956612521418
ENSG00000267365,KCNJ2-AS1,-0.3,0.801935430539161
ENSG00000267366,ENSG00000267366,-0.7,0.45332230751451
ENSG00000267369,TAF5LP1,0.1,0.954885798975443
ENSG00000267370,ENSG00000267370,-0.6,0.568597892195694
ENSG00000267372,ENSG00000267372,,
ENSG00000267373,ENSG00000267373,-2.1,0.0996033546980487
ENSG00000267374,MIR924HG,1.9,0.122748311677313
ENSG00000267375,ENSG00000267375,-2.1,0.0113602486279172
ENSG00000267382,ENSG00000267382,0.1,0.9773575602942
ENSG00000267383,ENSG00000267383,0.1,0.948599944184024
ENSG00000267385,ENSG00000267385,0.3,0.883364410567414
ENSG00000267387,ENSG00000267387,-0.6,0.656660362417486
ENSG00000267389,ENSG00000267389,,
ENSG00000267390,KDSR-DT,-1.2,0.396704283641952
ENSG00000267393,ENSG00000267393,-0.5,0.748395898189222
ENSG00000267394,ATXN7L3-AS1,-3.9,0.0010942576033462
ENSG00000267395,DM1-AS,-3.0,1.16913052342635e-05
ENSG00000267397,ENSG00000267397,-1.2,0.167016029431163
ENSG00000267402,TCF4-AS2,,
ENSG00000267404,ENSG00000267404,,
ENSG00000267405,ENSG00000267405,,
ENSG00000267412,ENSG00000267412,0.8,0.64153337085617
ENSG00000267414,SETBP1-DT,-0.9,0.174669889107037
ENSG00000267416,HEATR6-DT,-1.6,0.267924285334417
ENSG00000267419,ZNF56,-1.3,0.101646596030095
ENSG00000267421,ZFP28-DT,,
ENSG00000267422,ENSG00000267422,0.1,0.892484761622389
ENSG00000267429,ENSG00000267429,-2.0,0.110097916025374
ENSG00000267430,ENSG00000267430,0.8,0.51417648414935
ENSG00000267432,DNAH17-AS1,-1.5,0.166346585003233
ENSG00000267452,LINC02073,-2.1,0.0379965552856598
ENSG00000267454,ZNF582-DT,0.1,0.958265413607044
ENSG00000267457,ENSG00000267457,-1.1,0.275822077656518
ENSG00000267461,ENSG00000267461,-2.5,0.000771687718342462
ENSG00000267463,UBE2V2P2,-0.7,0.676784810562697
ENSG00000267466,ENSG00000267466,1.7,0.260729473289641
ENSG00000267470,ZNF571-AS1,-0.8,0.31304035828759
ENSG00000267474,ENSG00000267474,0.1,0.955222548289416
ENSG00000267475,NUDT19-DT,2.3,0.0594537116509276
ENSG00000267476,ENSG00000267476,-0.1,0.967889266032211
ENSG00000267480,ENSG00000267480,-0.5,0.772843724897571
ENSG00000267481,ENSG00000267481,-0.2,0.614080637970877
ENSG00000267490,ENSG00000267490,-0.5,0.761416494586297
ENSG00000267491,ENSG00000267491,0.7,0.455471437288909
ENSG00000267493,CIRBP-AS1,-0.5,0.783266549004692
ENSG00000267497,NFE2L3P1,2.5,0.0299664911033457
ENSG00000267500,ZNF887P,-0.6,0.758444702538926
ENSG00000267503,ENSG00000267503,-1.6,0.0085553614095687
ENSG00000267504,ENSG00000267504,-1.8,0.006215587277559
ENSG00000267505,ENSG00000267505,-2.0,0.0510281207807405
ENSG00000267506,ENSG00000267506,,
ENSG00000267508,ZNF285,-1.2,0.135268234348628
ENSG00000267510,ENSG00000267510,0.7,0.472665374930619
ENSG00000267511,ADAD1P2,0.1,0.949611322211408
ENSG00000267515,ENSG00000267515,-0.3,0.818703826916326
ENSG00000267518,ENSG00000267518,,
ENSG00000267519,MIR23AHG,-2.8,7.538446725971959e-11
ENSG00000267523,ENSG00000267523,1.7,0.0463128802844347
ENSG00000267526,ENSG00000267526,0.3,0.831618979434132
ENSG00000267529,ENSG00000267529,-1.2,0.038926287876871
ENSG00000267530,LINC01836,-1.8,0.213403165900929
ENSG00000267532,MIR497HG,,
ENSG00000267534,S1PR2,0.3,0.748181701123434
ENSG00000267541,MTCO2P2,0.4,0.694860657560073
ENSG00000267543,ENSG00000267543,-0.4,0.66266027921302
ENSG00000267544,HIKESHIP2,0.7,0.316319525106512
ENSG00000267546,ENSG00000267546,0.3,0.860860609590073
ENSG00000267547,ENSG00000267547,-1.6,0.113329928795977
ENSG00000267549,ZSCAN5A-AS1,0.5,0.688390068854981
ENSG00000267550,ENSG00000267550,-1.6,0.308065590052246
ENSG00000267551,GNA15-DT,0.7,0.539547663707258
ENSG00000267554,ENSG00000267554,-0.9,0.265466248887972
ENSG00000267557,ENSG00000267557,-1.6,0.264863641567768
ENSG00000267560,ENSG00000267560,-0.6,0.408845184913372
ENSG00000267561,ENSG00000267561,0.6,0.692942037414955
ENSG00000267563,ENSG00000267563,-1.9,0.0712448135693665
ENSG00000267565,ENSG00000267565,-0.7,0.546896253158738
ENSG00000267575,ENSG00000267575,-1.2,0.0669739884486342
ENSG00000267582,ENSG00000267582,,
ENSG00000267583,ENSG00000267583,0.1,0.942813304927698
ENSG00000267585,ENSG00000267585,-1.2,0.472831301972712
ENSG00000267586,LINC00907,0.3,0.832189836688249
ENSG00000267587,ENSG00000267587,0.1,0.937458143350954
ENSG00000267589,ENSG00000267589,-2.4,0.0149370643265656
ENSG00000267590,NDUFA3P1,,
ENSG00000267591,ENSG00000267591,-1.7,0.267924285334417
ENSG00000267594,CYP4F24P,-1.4,0.325996818731483
ENSG00000267595,BRCA1P1,-0.2,0.917273148338387
ENSG00000267605,ENSG00000267605,,
ENSG00000267606,ENSG00000267606,-3.0,0.0054567664963709
ENSG00000267607,ENSG00000267607,0.3,0.89368012234824
ENSG00000267611,ENSG00000267611,,
ENSG00000267612,ENSG00000267612,-0.9,0.528583342307253
ENSG00000267620,ENSG00000267620,-0.4,0.816296018968889
ENSG00000267623,ENSG00000267623,,
ENSG00000267632,ENSG00000267632,-0.5,0.484554747730184
ENSG00000267637,ENSG00000267637,1.5,0.119407533736398
ENSG00000267640,ENSG00000267640,-1.4,0.0610783652795672
ENSG00000267641,BNIP3P16,-2.2,0.0841157110119369
ENSG00000267644,ENSG00000267644,-1.6,0.0591500416648822
ENSG00000267646,ENSG00000267646,-0.3,0.880277980389139
ENSG00000267647,MAP1LC3P,0.1,0.921025877232948
ENSG00000267649,ENSG00000267649,-3.9,0.000885820510723376
ENSG00000267650,ENSG00000267650,0.4,0.800890362302071
ENSG00000267651,ENSG00000267651,-2.5,5.76782672595471e-05
ENSG00000267653,ENSG00000267653,-0.9,0.597713677825366
ENSG00000267655,ENSG00000267655,0.3,0.822800051320544
ENSG00000267658,RAB5C-AS1,-0.4,0.854202217113848
ENSG00000267659,LINC01482,-1.8,0.0025515401916842
ENSG00000267662,TSHZ3-AS1,,
ENSG00000267666,ENSG00000267666,-1.8,0.0462609361425706
ENSG00000267667,ENSG00000267667,-1.5,0.0470692102951828
ENSG00000267672,ENSG00000267672,,
ENSG00000267680,ZNF224,-0.5,0.0935301334971189
ENSG00000267681,ENSG00000267681,,
ENSG00000267682,ENSG00000267682,-1.2,0.17456651945406
ENSG00000267690,LDLRAD4-AS1,-1.0,0.253620257159354
ENSG00000267692,TAF9P3,,
ENSG00000267693,ENSG00000267693,,
ENSG00000267694,ENSG00000267694,-2.5,0.000353612299668488
ENSG00000267698,ENSG00000267698,-1.8,0.233263696630642
ENSG00000267702,ENSG00000267702,-0.5,0.488192978420553
ENSG00000267703,ENSG00000267703,,
ENSG00000267707,ENSG00000267707,-2.6,0.0034620139046115
ENSG00000267708,RDM1P3,-1.4,0.0461684426836815
ENSG00000267709,ENSG00000267709,,
ENSG00000267710,EDDM13,-1.7,1.98274908427935e-06
ENSG00000267711,ENSG00000267711,0.1,0.977867490638621
ENSG00000267712,LINC01539,,
ENSG00000267717,SRSF10P1,,
ENSG00000267719,LINC02078,-0.2,0.915539104411139
ENSG00000267724,ENSG00000267724,-2.3,0.0016485744297363
ENSG00000267731,ENSG00000267731,-0.2,0.81294797187698
ENSG00000267733,ENSG00000267733,-0.6,0.713351286572089
ENSG00000267734,ENSG00000267734,1.2,0.074565776594517
ENSG00000267736,HMGB2P1,,
ENSG00000267741,UBE2L4,-0.1,0.972726614972121
ENSG00000267742,SINHCAFP2,0.1,0.943349788939823
ENSG00000267743,ENSG00000267743,-1.0,0.138412919178687
ENSG00000267745,ENSG00000267745,-0.7,0.3826711194512
ENSG00000267749,ENSG00000267749,-2.5,0.0461562509274633
ENSG00000267750,RUNDC3A-AS1,,
ENSG00000267758,ENSG00000267758,0.8,0.352554239723357
ENSG00000267760,ENSG00000267760,,
ENSG00000267761,MIR4527HG,,
ENSG00000267762,ENSG00000267762,,
ENSG00000267764,ENSG00000267764,-0.4,0.745827662270558
ENSG00000267765,ENSG00000267765,-0.3,0.866553162828535
ENSG00000267766,ENSG00000267766,-2.1,0.0684859715749198
ENSG00000267767,LINC01801,-1.3,0.155517122323602
ENSG00000267768,ENSG00000267768,-2.5,0.0119887277768158
ENSG00000267771,ENSG00000267771,,
ENSG00000267774,ENSG00000267774,-0.2,0.925381955660325
ENSG00000267776,ENSG00000267776,0.5,0.753307685945632
ENSG00000267777,LINC01791,0.9,0.530653341247311
ENSG00000267781,SLC25A36P1,-1.4,0.13883529211584
ENSG00000267783,ENSG00000267783,,
ENSG00000267784,ENSG00000267784,-2.6,0.005099874587716
ENSG00000267787,ENSG00000267787,-1.1,0.0283898623497479
ENSG00000267793,ENSG00000267793,0.5,0.798618932645009
ENSG00000267795,SMIM22,1.0,0.420826739526719
ENSG00000267796,LIN37,,
ENSG00000267800,ENSG00000267800,-2.3,0.0172578911369747
ENSG00000267801,ENSG00000267801,-1.7,0.185948196506466
ENSG00000267809,NDUFV2P1,0.1,0.916033082299397
ENSG00000267811,ENSG00000267811,,
ENSG00000267834,ENSG00000267834,,
ENSG00000267838,ENSG00000267838,-2.3,0.0158357245150894
ENSG00000267852,ARHGEF18-AS1,-0.2,0.907344152534573
ENSG00000267855,NDUFA7,-1.5,0.0506560695446149
ENSG00000267857,ENSG00000267857,-2.5,0.0164203898809626
ENSG00000267858,MZF1-AS1,-0.6,0.535917946867062
ENSG00000267868,ENSG00000267868,-1.9,0.160577944971031
ENSG00000267871,ZNF460-AS1,-0.9,0.381805279621029
ENSG00000267882,ENSG00000267882,-0.6,0.688585042700307
ENSG00000267886,ENSG00000267886,-1.8,0.153879272275195
ENSG00000267892,ENSG00000267892,-3.3,5.13306306422266e-05
ENSG00000267904,ENSG00000267904,-0.5,0.63158579476418
ENSG00000267908,ZSCAN5DP,-0.6,0.622387273958292
ENSG00000267920,SNX6P1,-1.0,0.456841584599571
ENSG00000267924,ENSG00000267924,-1.7,0.0465299669165124
ENSG00000267934,ENSG00000267934,-0.5,0.317740723853139
ENSG00000267938,EIF1P6,,
ENSG00000267939,ENSG00000267939,,
ENSG00000267940,ENSG00000267940,-0.7,0.463640481048998
ENSG00000267968,ENSG00000267968,,
ENSG00000267980,ENSG00000267980,0.6,0.694166896790541
ENSG00000267986,ENSG00000267986,-0.1,0.948193399586825
ENSG00000268001,CARD8-AS1,0.4,0.576629724836685
ENSG00000268006,PTOV1-AS1,-1.0,0.232484524937582
ENSG00000268015,ENSG00000268015,-1.4,0.202849788193413
ENSG00000268027,ENSG00000268027,-0.3,0.831838236995906
ENSG00000268030,ENSG00000268030,-0.3,0.834219341493837
ENSG00000268034,ENSG00000268034,0.4,0.681300056247831
ENSG00000268041,ERFL,,
ENSG00000268043,NBPF12,-0.9,0.0206320485444327
ENSG00000268047,ENSG00000268047,-1.3,0.341636708336074
ENSG00000268051,ENSG00000268051,-0.3,0.84398535531505
ENSG00000268053,ENSG00000268053,-0.1,0.945858871498072
ENSG00000268056,ENSG00000268056,,
ENSG00000268058,BNIP3P40,-1.2,0.0237100668727168
ENSG00000268061,NAPA-AS1,-0.7,0.599407385748676
ENSG00000268062,SRP14P4,-1.8,0.091940241540006
ENSG00000268066,FMR1-AS1,,
ENSG00000268069,ENSG00000268069,-1.2,0.366907382283696
ENSG00000268070,ENSG00000268070,-3.1,0.001239283187774
ENSG00000268079,BNIP3P30,-0.1,0.949275228302929
ENSG00000268081,ENSG00000268081,-0.4,0.820939091393984
ENSG00000268087,ENSG00000268087,-0.9,0.292162349266039
ENSG00000268089,GABRQ,,
ENSG00000268093,ENSG00000268093,-0.1,0.932862894501841
ENSG00000268100,ZNF725P,-1.4,0.21313307562205
ENSG00000268104,SLC6A14,0.6,0.503777408655203
ENSG00000268108,ENSG00000268108,-0.6,0.749796381392398
ENSG00000268117,VN1R84P,0.6,0.740219056278621
ENSG00000268119,ENSG00000268119,0.6,0.397011454173725
ENSG00000268129,ENSG00000268129,,
ENSG00000268144,NIFKP6,-1.9,0.124347621838007
ENSG00000268157,ENSG00000268157,-1.1,0.497950509645986
ENSG00000268163,ENSG00000268163,,
ENSG00000268170,ENSG00000268170,-0.5,0.775090129130562
ENSG00000268174,BNIP3P22,,
ENSG00000268182,SMIM17,-2.6,0.0295805006898275
ENSG00000268189,ENSG00000268189,-0.2,0.902798314899417
ENSG00000268201,ENSG00000268201,-1.5,0.176521988430868
ENSG00000268205,ENSG00000268205,0.1,0.658417692202478
ENSG00000268218,ENSG00000268218,-0.5,0.553036976378691
ENSG00000268222,EEF1A1P7,-0.3,0.852817398641513
ENSG00000268223,ARL14EPL,,
ENSG00000268225,ENSG00000268225,-0.2,0.875914671151752
ENSG00000268234,FKBP4P6,,
ENSG00000268240,ENSG00000268240,,
ENSG00000268257,AIRN,0.2,0.84705329656845
ENSG00000268272,VN1R78P,0.7,0.557764404483473
ENSG00000268278,ENSG00000268278,,
ENSG00000268279,ENSG00000268279,0.1,0.948584767680154
ENSG00000268282,ENSG00000268282,0.4,0.747761512850865
ENSG00000268288,ENSG00000268288,-1.9,0.182156601790858
ENSG00000268293,ENSG00000268293,-0.1,0.964435485692871
ENSG00000268295,POLR3GP1,,
ENSG00000268316,ENSG00000268316,0.9,0.454423996127169
ENSG00000268322,BNIP3P25,-0.8,0.4271030183867
ENSG00000268324,LRRC2-AS1,,
ENSG00000268333,ENSG00000268333,-0.9,0.564629667887188
ENSG00000268350,FAM156A,-0.5,0.766908204437613
ENSG00000268355,ENSG00000268355,-1.0,0.299594221334094
ENSG00000268357,VN1R81P,-0.3,0.646668248086646
ENSG00000268362,ENSG00000268362,0.1,0.95225195684745
ENSG00000268364,SMC5-DT,-2.2,0.000528504161194146
ENSG00000268366,SERTAD3-AS1,,
ENSG00000268379,ENSG00000268379,-1.0,0.340570786522779
ENSG00000268388,FENDRR,-1.9,0.0025164629379446
ENSG00000268392,ENSG00000268392,0.3,0.864797689679877
ENSG00000268403,ENSG00000268403,0.3,0.835125738799059
ENSG00000268412,TRMT112P6,1.7,0.181150985702854
ENSG00000268416,ENSG00000268416,-3.3,6.33025940229157e-07
ENSG00000268423,ENSG00000268423,,
ENSG00000268433,MTDHP3,,
ENSG00000268438,BNIP3P27,-0.6,0.588886429293808
ENSG00000268442,ENSG00000268442,-0.7,0.685591126846374
ENSG00000268455,ENSG00000268455,0.8,0.597152059300212
ENSG00000268458,ENSG00000268458,,
ENSG00000268460,ENSG00000268460,-1.5,0.177184959425345
ENSG00000268461,ENSG00000268461,0.1,0.968733302063176
ENSG00000268471,MIR4453HG,-0.4,0.638309470103443
ENSG00000268472,ENSG00000268472,-1.1,0.241135157619261
ENSG00000268499,ENSG00000268499,0.4,0.83306437349713
ENSG00000268505,ENSG00000268505,-0.4,0.787537942897213
ENSG00000268516,ZNF8-DT,-1.5,0.0101097883414367
ENSG00000268520,ENSG00000268520,,
ENSG00000268521,VN1R83P,-0.6,0.242144665644149
ENSG00000268532,LINC02135,,
ENSG00000268533,ENSG00000268533,,
ENSG00000268543,ENSG00000268543,-2.2,0.0538883638937249
ENSG00000268545,VN1R107P,0.4,0.801115528794943
ENSG00000268555,ENSG00000268555,-0.8,0.609257417266563
ENSG00000268560,ENSG00000268560,-0.6,0.665197741379839
ENSG00000268564,ILVBL-AS1,,
ENSG00000268566,ENSG00000268566,0.6,0.738798897784614
ENSG00000268568,ENSG00000268568,0.4,0.578630210652052
ENSG00000268573,ENSG00000268573,-0.1,0.931138033548849
ENSG00000268575,ENSG00000268575,-0.1,0.913464494310595
ENSG00000268580,LINC01966,0.2,0.894930743854295
ENSG00000268583,ENSG00000268583,-2.2,0.0466070789566115
ENSG00000268584,ENSG00000268584,-2.3,0.0629725033801266
ENSG00000268598,VN1R80P,-0.4,0.836402307924744
ENSG00000268601,ENSG00000268601,-0.9,0.471566336528365
ENSG00000268621,IGFL2-AS1,0.1,0.979777807775166
ENSG00000268623,ENSG00000268623,,
ENSG00000268628,ENSG00000268628,0.1,0.95185737996379
ENSG00000268635,ENSG00000268635,-1.7,0.252374280856307
ENSG00000268649,ENSG00000268649,,
ENSG00000268650,ENSG00000268650,-3.0,0.0243565716347843
ENSG00000268654,MIMT1,,
ENSG00000268658,LINC00664,0.2,0.896292176304528
ENSG00000268659,ENSG00000268659,0.2,0.84401132943408
ENSG00000268670,ENSG00000268670,,
ENSG00000268678,ENSG00000268678,-2.7,0.0208055387355428
ENSG00000268683,ENSG00000268683,-0.2,0.887940994690354
ENSG00000268686,ENSG00000268686,-0.8,0.614721530242924
ENSG00000268696,ZNF723,-1.1,0.136098637595782
ENSG00000268705,BNIP3P26,-0.7,0.596617413763004
ENSG00000268707,ENSG00000268707,1.8,0.0797398919329928
ENSG00000268713,ENSG00000268713,0.2,0.835270965720274
ENSG00000268723,ENSG00000268723,,
ENSG00000268731,ENSG00000268731,-0.6,0.736866912000144
ENSG00000268734,ENSG00000268734,2.5,7.33855998929292e-05
ENSG00000268743,ENSG00000268743,2.1,0.0948575457090844
ENSG00000268744,ENSG00000268744,,
ENSG00000268746,ENSG00000268746,-0.1,0.957698679260167
ENSG00000268751,SCGB1B2P,-0.7,0.661813459380182
ENSG00000268754,LINC01081,-3.2,0.0054466726138023
ENSG00000268756,ENSG00000268756,,
ENSG00000268758,ADGRE4P,-1.1,0.304056779590156
ENSG00000268764,ENSG00000268764,-1.7,0.249490207667441
ENSG00000268785,RPL7P50,-0.1,0.957698679260167
ENSG00000268798,ENSG00000268798,0.7,0.686696351635871
ENSG00000268833,ENSG00000268833,,
ENSG00000268836,ENSG00000268836,-0.6,0.710331603239113
ENSG00000268858,ENSG00000268858,-0.2,0.866525120928987
ENSG00000268864,ENSG00000268864,-0.7,0.66966587856469
ENSG00000268873,ENSG00000268873,-1.8,0.0392462527840298
ENSG00000268879,IGFL1P1,,
ENSG00000268884,ENSG00000268884,-0.6,0.713879397392442
ENSG00000268892,ENSG00000268892,,
ENSG00000268894,PLCE1-AS1,-1.0,0.200425297489518
ENSG00000268895,A1BG-AS1,-2.7,0.0458367858998573
ENSG00000268896,ENSG00000268896,-2.9,0.0116267294900999
ENSG00000268903,ENSG00000268903,0.4,0.809119334892416
ENSG00000268912,ENSG00000268912,-0.3,0.754944735452815
ENSG00000268926,ENSG00000268926,-3.8,7.83629223778184e-05
ENSG00000268931,ENSG00000268931,,
ENSG00000268945,ENSG00000268945,-0.7,0.683925471479988
ENSG00000268947,ENSG00000268947,-0.6,0.663682322328143
ENSG00000268949,MRPS17P1,-0.2,0.910480238171871
ENSG00000268955,ENSG00000268955,-0.7,0.539188125541655
ENSG00000268970,ENSG00000268970,-1.1,0.248361851603828
ENSG00000268987,ENSG00000268987,0.5,0.765600161098876
ENSG00000268992,CDC42EP3P1,-1.7,0.129101162135899
ENSG00000268996,MAN1B1-DT,-1.5,0.203085343032095
ENSG00000269001,ENSG00000269001,-0.6,0.10578065678627
ENSG00000269019,HOMER3-AS1,0.6,0.695770709674525
ENSG00000269028,MTRNR2L12,0.4,0.720664725043737
ENSG00000269038,SF1-DT,-1.3,0.411656989961501
ENSG00000269040,BNIP3P24,-0.2,0.938058384381755
