# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-46
# Timestamp: Wed, 22-May-2024 15:40:47
Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon' .foldChange	'COVID-19' vs 'normal' in 'colon'.pValue	'COVID-19' vs 'normal' in 'lung' .foldChange	'COVID-19' vs 'normal' in 'lung'.pValue
ENSG00000255928	ENSG00000255928	-1.5	0.0919518062142008	-0.2	0.861198400045256
ENSG00000255933	ENSG00000255933	-0.6	0.475521859232541	-0.2	0.863882429566009
ENSG00000255946	ENSG00000255946	-1.7	0.207547502983328		
ENSG00000255951	ENSG00000255951			-1.2	0.464099363198769
ENSG00000255967	HADHAP2	-0.7	0.128681429186805	-1.2	0.101533055566993
ENSG00000255968	ENSG00000255968	1.8	0.0199271958380807	1.0	0.0423321313904214
ENSG00000255970	LINC02421	-4.0	9.30367500386351E-9	-0.2	0.896403063827667
ENSG00000255973	ENSG00000255973	0.3	0.884647594457036	-0.9	0.453435094479774
ENSG00000255974	CYP2A6	-0.2	0.880552979271519	-2.4	0.00745488700886034
ENSG00000255986	MT1JP	-1.0	0.404547575891408	-2.9	0.0112557181700844
ENSG00000255987	TOMM20P2	-2.5	3.77829962106067E-4	0.1	0.917273148338387
ENSG00000255991	ENSG00000255991	-2.0	0.155386123314389		
ENSG00000255993	PSMC1P9	1.0	0.280624347666051	-0.1	0.9702518888984
ENSG00000256001	ENSG00000256001	-2.7	0.0191365483424223		
ENSG00000256006	ENSG00000256006	0.1	0.869873266565116	0.6	0.664575668617001
ENSG00000256011	ENSG00000256011	-1.9	0.120793283654661	-3.8	5.66465573586321E-5
ENSG00000256019	TAS2R63P	-1.5	0.0133351529550373	-1.0	0.209523565788209
ENSG00000256020	ENSG00000256020	-1.9	0.142164460218288	-3.0	0.0101097883414367
ENSG00000256021	ELOCP31	1.0	0.390317938607733	0.4	0.825877488805524
ENSG00000256025	CACNA1C-AS4	0.6	0.480807873831017		
ENSG00000256028	ENSG00000256028	-1.2	0.421139905213214		
ENSG00000256029	ENSG00000256029	-0.9	0.296533670267447	-0.4	0.666370373905546
ENSG00000256039	LINC02446	-0.6	0.659830277542349	1.5	0.239582358239155
ENSG00000256043	CTSO	0.5	0.35632305774617	-0.5	0.280168758976404
ENSG00000256045	MTRNR2L10	1.1	0.168222286473811	1.5	0.0603881890435582
ENSG00000256050	ENSG00000256050	-2.9	0.00729323254741309		
ENSG00000256053	COA8	-0.6	0.0530156173884344	0.5	0.431391007524874
ENSG00000256056	ENSG00000256056	0.3	0.765351311351172	-0.6	0.480014073194354
ENSG00000256060	TRAPPC2B	0.2	0.817703309772941		
ENSG00000256061	DNAAF4			-1.2	0.0399295762662928
ENSG00000256069	A2MP1	-1.3	0.0425526811628005	-0.9	0.231452003571727
ENSG00000256072	ENSG00000256072			-0.4	0.854079037889982
ENSG00000256073	URB1-AS1	-0.6	0.523163373888473	0.8	0.532180584834966
ENSG00000256079	FAM133GP			-0.3	0.871655748248576
ENSG00000256083	ENSG00000256083	-3.7	3.11244116858715E-5	2.2	0.135402914024567
ENSG00000256084	ENSG00000256084	-0.3	0.812150801107658		
ENSG00000256085	ENSG00000256085	-4.2	2.75135298875482E-6	-2.0	0.171326648582478
ENSG00000256087	ZNF432	0.2	0.735260359213982	-0.4	0.205955465209395
ENSG00000256091	MTRF1LP1	-1.2	0.34265699064531	1.3	0.327398782436354
ENSG00000256092	SBNO1-AS1	-2.6	2.51309715611748E-5	-0.2	0.885145689399571
ENSG00000256098	ENSG00000256098	-1.7	0.192730406896177	-0.2	0.923940388478325
ENSG00000256101	ENSG00000256101	0.7	0.619499940437193	-0.7	0.622946238305845
ENSG00000256120	SOX5-AS1	0.3	0.783821319522518	-0.4	0.714733764215566
ENSG00000256124	LINC01152	-1.3	0.299062230535257	1.9	0.203909203646995
ENSG00000256128	LINC00944	-2.6	4.48712151031214E-4	-1.4	0.126563172858949
ENSG00000256134	EGLN3P1	-0.5	0.573015383066377	-2.7	2.2613700317114E-4
ENSG00000256139	ENSG00000256139	-1.6	0.010642482126684	-1.6	0.120647178285278
ENSG00000256146	ENSG00000256146	-0.6	0.723735588447613		
ENSG00000256148	ENSG00000256148	1.4	0.0385340607446472	0.1	0.860611031284149
ENSG00000256151	ADGRD1-AS1	-0.4	0.775555447708342	-2.4	1.75166340130796E-4
ENSG00000256155	LINC02598	-1.6	0.264719131905374		
ENSG00000256159	ENSG00000256159	-1.8	0.181992824359549	0.2	0.929327879569398
ENSG00000256162	SMLR1	-2.3	0.00488817177566328	-4.0	3.28092652253125E-5
ENSG00000256167	ATF4P4	-0.4	0.729422279358774		
ENSG00000256171	GCSHP4	-1.2	0.430644839586707		
ENSG00000256176	ENSG00000256176			-1.2	0.21418518072772
ENSG00000256185	ENSG00000256185	-0.5	0.631959939075442	-0.9	0.384426585741274
ENSG00000256188	TAS2R30			-0.4	0.477698824139874
ENSG00000256189	ENSG00000256189	-1.5	0.297200226643569		
ENSG00000256193	LINC00507	-2.2	0.0272616646212369		
ENSG00000256195	ENSG00000256195	0.6	0.615419297699806	-0.3	0.714733764215566
ENSG00000256197	TSPAN9-IT1	-0.7	0.658120422044988	-0.5	0.755463575288108
ENSG00000256211	SKP1P2	1.3	0.00376339540489698	-0.1	0.955828501253037
ENSG00000256222	MTRNR2L3	-0.6	0.57324309181796	1.4	0.267747252129959
ENSG00000256223	ZNF10	-0.2	0.718093490273082	-1.0	0.0110621384543619
ENSG00000256229	ZNF486	0.4	0.528312674652694	0.8	0.197560467323621
ENSG00000256232	LINC02387	-1.7	0.104764060648123		
ENSG00000256234	ENSG00000256234	0.3	0.7208668225402	-0.7	0.508669756606339
ENSG00000256235	SMIM3	1.9	0.00197346637496603	0.4	0.655871815014322
ENSG00000256238	SUPT16HP1	-0.3	0.632873729370334	1.1	0.135156134552067
ENSG00000256243	RPL7AP3	-2.2	0.00278306716097683	-2.8	0.00465305254242841
ENSG00000256249	ENSG00000256249	-0.3	0.859517926776027	1.6	0.261787275169159
ENSG00000256250	ENSG00000256250	-0.8	0.458468929470967	2.2	0.00657868110961557
ENSG00000256254	ENSG00000256254	-1.0	0.509342836842196		
ENSG00000256262	USP30-AS1	-1.7	0.0638909414273343	-0.9	0.532131880739991
ENSG00000256268	LINC02454	-1.1	0.439005632658541	0.1	0.967476823468967
ENSG00000256269	HMBS	-1.1	0.0824912733245386	1.1	0.162691447661671
ENSG00000256271	CACNA1C-AS2	-1.7	0.0937361379212583	-0.3	0.878373496905169
ENSG00000256273	ENSG00000256273	-1.1	0.418793905141861	-0.6	0.76577153801511
ENSG00000256274	TAS2R64P	-0.3	0.763871664724164	-0.3	0.691099399358717
ENSG00000256278	ENSG00000256278	-1.9	0.00753068622717239	-1.7	0.0894025403541073
ENSG00000256282	ENSG00000256282	-0.6	0.626457009844256	0.9	0.46457342725818
ENSG00000256283	METTL8P1	1.1	0.307455465843651	-0.5	0.687898275414981
ENSG00000256285	OSBPL9P5	-1.5	0.293698030652495		
ENSG00000256287	LINC02398	1.0	0.291414230268114	-1.4	0.112556843208032
ENSG00000256293	ATP6V1E1P3	1.0	0.00917708740872459	0.3	0.535944469200824
ENSG00000256294	ZNF225	0.3	0.722246717138907	0.1	0.910079219459915
ENSG00000256299	ENSG00000256299	-0.8	0.41924119443601	0.1	0.883021606645687
ENSG00000256314	ENSG00000256314	1.3	0.087957611677241	1.0	0.229646030966232
ENSG00000256315	ENSG00000256315	0.9	0.296706284679496	-1.7	0.00787947743826067
ENSG00000256325	ENSG00000256325	-0.9	0.2233717989781	1.3	0.113582878238676
ENSG00000256338	RPL41P2	-0.2	0.636546351505957	1.0	0.113744759935169
ENSG00000256340	ABCC6P1	-1.3	0.145933848893779	-1.3	0.133326225915397
ENSG00000256347	OR8R1P			0.4	0.858567503317717
ENSG00000256351	ENSG00000256351	0.5	0.59956282639272	-1.7	0.0548888255257878
ENSG00000256355	NTAN1P3			-1.8	0.190867490350109
ENSG00000256356	HSPA8P5	-0.1	0.966978374022608	1.0	0.39612884691804
ENSG00000256361	ENSG00000256361	-0.1	0.917955915084586	0.1	0.919505892633799
ENSG00000256372	ENSG00000256372	-0.5	0.765708636604643		
ENSG00000256377	ENSG00000256377	-2.0	0.0696159080384724	-1.6	0.216754935402951
ENSG00000256381	ENSG00000256381	-2.7	0.0325968857114568		
ENSG00000256394	ASIC5	-1.1	0.45331170053229		
ENSG00000256399	ENSG00000256399	-1.3	0.0799696763557382	-1.0	0.222817493749173
ENSG00000256400	ENSG00000256400	-1.9	0.0930260249336091	1.1	0.356367686898546
ENSG00000256403	ENSG00000256403	-0.6	0.703158270962395		
ENSG00000256407	ENSG00000256407	0.9	0.545236479121995	-0.6	0.737598558541635
ENSG00000256420	OSBPL9P4	-2.1	0.0649401653444766		
ENSG00000256422	LINC02552			-2.0	0.149863828048494
ENSG00000256427	ENSG00000256427			0.3	0.869608634238769
ENSG00000256433	ENSG00000256433	-2.0	0.0016464124718503	-1.1	0.186368199165671
ENSG00000256436	TAS2R31	-1.1	0.107880789178725	-0.4	0.596986788043986
ENSG00000256443	ENSG00000256443	-4.8	5.82714374672547E-9	-1.8	0.21733734026185
ENSG00000256448	ENSG00000256448	-1.5	0.148540885050832	-2.0	0.0390075000771291
ENSG00000256450	ENSG00000256450	-1.4	0.271815936046668		
ENSG00000256452	ENSG00000256452	-1.9	0.0228665870154754	0.9	0.35413883339883
ENSG00000256458	ENSG00000256458	0.7	0.6778721309376		
ENSG00000256464	YWHABP2	-0.8	0.545096279575251	0.6	0.73951799063345
ENSG00000256469	ENSG00000256469	0.2	0.908177102756322	-2.2	0.136937331930268
ENSG00000256473	ENSG00000256473	0.3	0.778084055919994	0.8	0.568261675347196
ENSG00000256480	ENSG00000256480	-1.6	0.232865241973134		
ENSG00000256481	ENSG00000256481	2.4	0.0518189162954565		
ENSG00000256482	ENSG00000256482	-1.5	0.131894446407945	0.5	0.741588282729817
ENSG00000256499	LINC02468			0.2	0.878961278359926
ENSG00000256508	MRGPRF-AS1	-2.4	0.00371759016010351	-2.9	0.00541577028552959
ENSG00000256518	FOLR1P1	-0.8	0.636546351505957		
ENSG00000256525	POLG2	1.0	0.0867194869045412	1.4	0.0500072495992495
ENSG00000256533	ENSG00000256533	0.3	0.779785764133712		
ENSG00000256537	SMIM10L1	0.3	0.402825775223895	0.9	0.01124637682882
ENSG00000256538	ENSG00000256538	-1.5	0.32859132142813		
ENSG00000256540	ENSG00000256540			1.3	0.195269495064528
ENSG00000256546	ENSG00000256546	-0.8	0.263775260970447	-0.4	0.702090515127159
ENSG00000256552	ENSG00000256552	-2.4	0.0512042126917528	-2.1	0.017267848642531
ENSG00000256557	ENSG00000256557	-2.2	0.00125657613144853	-1.6	0.0237339209771612
ENSG00000256563	NANOGNBP2	1.3	0.251106505516316	-0.9	0.504720711388034
ENSG00000256564	ENSG00000256564	0.7	0.391447860463195	-1.1	0.13547689007081
ENSG00000256571	ENSG00000256571	-0.8	0.267605416043439	0.2	0.838966451827967
ENSG00000256574	OR13A1	-2.2	0.0864784511138737	-0.3	0.895449432269018
ENSG00000256576	LINC02361	-3.2	0.00119528281343346		
ENSG00000256582	LINC02390	-3.0	5.81782638728596E-4	0.3	0.826078177173515
ENSG00000256588	ENSG00000256588			-0.4	0.741642818652393
ENSG00000256589	ENPP7P5	-1.0	0.328655906321425	-1.8	0.109533089316936
ENSG00000256591	ENSG00000256591	-0.6	0.261204385454669	-0.5	0.468487370966572
ENSG00000256594	ENSG00000256594	-0.5	0.632004478741272	-0.1	0.970734814983245
ENSG00000256597	LINC02393	-1.1	0.45198247192791		
ENSG00000256603	ENSG00000256603	-3.5	4.02396579937153E-4	0.4	0.790142254182932
ENSG00000256609	ENSG00000256609	-2.4	0.00356263281543996	-1.8	0.0890308094441709
ENSG00000256612	CYP2B7P	-2.3	0.0048893681914021	-2.2	4.11118057873868E-4
ENSG00000256615	ENSG00000256615			-1.4	0.229691866417592
ENSG00000256616	ENSG00000256616	-1.1	0.206851284383862	0.7	0.554647082823738
ENSG00000256618	MTRNR2L1	1.3	0.323658188194989	0.3	0.866084298576745
ENSG00000256625	ENSG00000256625	-3.5	1.91561852679879E-5	-0.8	0.372585943819786
ENSG00000256628	ZBTB11-AS1	-1.0	0.0809962124175982	-0.4	0.659695689562362
ENSG00000256633	PDE2A-AS2	-0.6	0.696811835550188		
ENSG00000256637	LINC01965	0.3	0.872307142732069		
ENSG00000256640	ENSG00000256640	-1.1	0.137973071171748	-1.4	0.257051366515176
ENSG00000256643	LINC02441	-2.3	0.0146689017122026		
ENSG00000256650	RERG-IT1	0.3	0.797889784709281	-2.0	0.0380939891446561
ENSG00000256651	ENSG00000256651	-0.9	0.417039121097117	-0.4	0.740741381809932
ENSG00000256654	ENSG00000256654	-4.2	3.2531421181928E-5	-1.2	0.44226748076391
ENSG00000256657	ENSG00000256657	-1.6	0.107473109864171	-1.8	0.0181333652882362
ENSG00000256660	CLEC12B	-0.2	0.880552979271519	-1.0	0.37992018653884
ENSG00000256663	ENSG00000256663	-1.7	0.232476459168044		
ENSG00000256667	KLRA1P	-0.8	0.0883210290387008	0.3	0.773914557983554
ENSG00000256673	ENSG00000256673	-3.0	1.14995917496778E-4	0.8	0.468487370966572
ENSG00000256674	ENSG00000256674	-2.7	0.0119836685923439		
ENSG00000256678	ENSG00000256678			1.3	0.403148423208291
ENSG00000256681	MIX23P5	-0.6	0.587143059141882	-1.8	0.103667478798377
ENSG00000256682	ENSG00000256682	0.9	0.257151200234531	-1.2	0.0282592495858389
ENSG00000256683	ZNF350	0.1	0.937424228998007	-0.7	0.0632300836503193
ENSG00000256690	ENSG00000256690	0.1	0.964513384871333		
ENSG00000256705	ENSG00000256705	-0.1	0.947418681014327	1.0	0.32513334301732
ENSG00000256708	ENSG00000256708	-2.2	0.0900785195138992		
ENSG00000256712	ENSG00000256712	-1.6	0.0464615219504923	-1.2	0.269269768402426
ENSG00000256720	BTG1P1	-1.7	0.233322971204262	-1.4	0.260737393875088
ENSG00000256721	CACNA1C-IT3	1.6	0.0921598473791365	-0.1	0.956920782136026
ENSG00000256723	ENSG00000256723	-0.6	0.63292753082074	-3.9	3.76365173115595E-4
ENSG00000256733	ENSG00000256733	-2.0	0.104632205715388	-0.8	0.497097541123884
ENSG00000256739	ENSG00000256739	-3.2	1.17349081463427E-4	-0.7	0.552474702947507
ENSG00000256742	KDM2B-DT			0.8	0.666919862210187
ENSG00000256745	ARPC3P3	0.3	0.660782680536625	0.6	0.548335448779574
ENSG00000256746	MADD-AS1	-0.7	0.487675598218918	1.8	0.0901247450878424
ENSG00000256748	ENSG00000256748			-1.3	0.3304272385961
ENSG00000256751	PLBD1-AS1	-0.8	0.468846402979866	-0.7	0.691848954770058
ENSG00000256769	CACNA1C-AS3	1.1	0.313705636765381	0.5	0.759996431305016
ENSG00000256771	ZNF253	-0.5	0.24516234511479	-0.3	0.526375481573253
ENSG00000256789	ENSG00000256789	-0.2	0.874066427760759	-0.1	0.953445936806195
ENSG00000256799	ENSG00000256799	-1.0	0.50878778951661		
ENSG00000256802	ENSG00000256802	-2.2	0.0608671488377258		
ENSG00000256806	C17orf100	-1.4	0.126950447498921	0.2	0.909882917880435
ENSG00000256810	ENSG00000256810	-1.2	0.410338353022582	-1.9	0.161275721885975
ENSG00000256812	CAPNS2	-1.5	0.26742964116827	1.0	0.518517659637687
ENSG00000256817	TPT1P12	-3.7	2.33457524081606E-4	-2.2	0.0461684426836815
ENSG00000256826	ATP5MFP4	-3.0	0.00413063407399317	1.5	0.276156378726163
ENSG00000256827	ENSG00000256827			-1.5	0.359916868574471
ENSG00000256837	CACNA1C-IT1	-2.1	0.144480568384705		
ENSG00000256843	ENSG00000256843	-1.8	0.0990019607930725		
ENSG00000256849	TCP1P3			-0.4	0.553069600813064
ENSG00000256862	PARP11-AS1	-1.8	0.0190726120112783	-0.9	0.502939047314642
ENSG00000256863	ENSG00000256863			-2.8	0.0267650502122137
ENSG00000256870	SLC5A8	-1.5	0.217585596492073		
ENSG00000256879	ENSG00000256879	-1.3	0.0944470936471946	-0.8	0.538311150547175
ENSG00000256894	ENSG00000256894	-1.6	0.0773289638234852	-1.1	0.465749371387462
ENSG00000256897	ENSG00000256897	-1.6	0.0279642567163291	0.8	0.580655296661056
ENSG00000256898	ARPC3P4	-2.4	0.00814615640066827	0.5	0.790694987920796
ENSG00000256912	GCNAP1	0.5	0.739386442093267		
ENSG00000256913	ENSG00000256913	-1.5	0.251109445480757	-0.9	0.560729517745262
ENSG00000256947	ENSG00000256947	0.4	0.694335162524754	-0.5	0.667784037684879
ENSG00000256948	ENSG00000256948	-1.0	0.443510716303257	-1.2	0.296886354247384
ENSG00000256967	ENSG00000256967			1.3	0.355210658887887
ENSG00000256968	SNRPEP2	-0.3	0.79618593974312		
ENSG00000256972	ENSG00000256972	1.3	0.339876178004217	-0.9	0.477363934288905
ENSG00000256973	ENSG00000256973	-0.5	0.367397689312109	-0.4	0.516344893734815
ENSG00000256975	ENSG00000256975	-3.2	3.01021270725718E-4	-1.6	0.264599120420768
ENSG00000256981	ENSG00000256981	1.2	0.0600377001779639	-0.3	0.737454756077509
ENSG00000256982	ENSG00000256982	-1.4	0.313923183587943		
ENSG00000256984	ENSG00000256984	-1.5	0.296145721621226	0.8	0.680714359840811
ENSG00000256987	ENSG00000256987	-1.5	0.239109998625214	0.2	0.881725182903121
ENSG00000256988	ENSG00000256988	-1.5	0.222969683135456		
ENSG00000256995	ENSG00000256995	-1.3	0.304870390590595	-0.9	0.596962255047835
ENSG00000257005	ENSG00000257005	-0.7	0.664683250823932		
ENSG00000257009	ENSG00000257009			-0.9	0.590491522777381
ENSG00000257017	HP	0.5	0.632781417573992	0.7	0.397656576814277
ENSG00000257022	ENSG00000257022	0.8	0.473182177732808	-4.3	1.92481549364654E-10
ENSG00000257027	ENSG00000257027			0.2	0.765704017554779
ENSG00000257038	ENSG00000257038	-3.5	5.83027412755354E-4	-1.1	0.388107941910742
ENSG00000257043	SRSF3P1	-1.4	0.19098559429025		
ENSG00000257045	ENSG00000257045	-1.3	0.211068197567489	2.0	0.181814425233784
ENSG00000257052	ENSG00000257052	-0.5	0.703119897547705		
ENSG00000257057	C11orf97			0.5	0.750225963826034
ENSG00000257060	ENSG00000257060	-2.9	0.00631087070413553		
ENSG00000257065	ENSG00000257065			-1.5	0.347341673696691
ENSG00000257070	ENSG00000257070	-1.1	0.458543598178663		
ENSG00000257083	ENSG00000257083	0.1	0.911488046611286	0.6	0.735321575065155
ENSG00000257084	MIR200CHG	-4.4	5.78613803072751E-11	-1.1	0.365806955249484
ENSG00000257093	DENND11	-0.6	0.0755736016661594	-1.1	0.00188103761079887
ENSG00000257094	ENSG00000257094	-4.1	1.56723437110795E-5	-1.4	0.266974061481303
ENSG00000257097	CLIP1-AS1	-0.7	0.360322352785041	-1.3	0.199229496294872
ENSG00000257103	LSM14A	0.5	1.18023540272258E-4	0.2	0.420331211734228
ENSG00000257105	ENSG00000257105	-0.7	0.419595032620355	-2.9	2.44160840383801E-4
ENSG00000257120	ENSG00000257120	0.4	0.711469316775424	0.5	0.677123753000986
ENSG00000257121	ENSG00000257121	-1.0	0.369460111043102	-0.2	0.871670177849012
ENSG00000257122	RRN3P3	-1.5	0.00232387045104766	-0.4	0.507006614587696
ENSG00000257128	ENSG00000257128			-2.0	0.171984232288859
ENSG00000257135	ODC1-DT	-1.3	0.101139962648689		
ENSG00000257138	TAS2R38	-3.0	0.0125033591351596		
ENSG00000257146	ENSG00000257146	1.7	0.119149976918039	-1.4	0.294157222162115
ENSG00000257150	PGAM1P5	-0.2	0.803131588209096	-1.8	8.86902899947973E-4
ENSG00000257151	ENSG00000257151	0.7	0.0105659755410419	-0.8	0.028295997415392
ENSG00000257159	ENSG00000257159	-1.9	0.121017864004139		
ENSG00000257165	ENSG00000257165			-1.8	0.228684487340396
ENSG00000257167	TMPO-AS1	-0.7	0.308968073323137	0.1	0.905057673837654
ENSG00000257169	ENSG00000257169	-1.2	0.0388996730214252	-1.0	0.0807574961616026
ENSG00000257175	ENSG00000257175	-0.8	0.460246750803531	1.9	0.096834709597186
ENSG00000257176	ENSG00000257176	-0.1	0.940320327045526	-0.6	0.29873627541912
ENSG00000257178	ENSG00000257178	0.5	0.610058092777415	-0.7	0.379639406619336
ENSG00000257180	ENSG00000257180	-1.5	0.13778005378146		
ENSG00000257185	LINC02293	-3.2	0.00143792032851458		
ENSG00000257191	ENSG00000257191	-1.2	0.272806734233729		
ENSG00000257194	ENSG00000257194	-5.3	2.68103824828197E-8		
ENSG00000257195	HNRNPA1P50	-1.9	0.00904214047562053	-0.7	0.436586598398887
ENSG00000257202	ENSG00000257202	-0.4	0.755554772930572	-0.7	0.595176443056084
ENSG00000257210	NACAP8			-0.7	0.704071286187542
ENSG00000257218	GATC	0.7	0.0571070039673547	0.2	0.716804444770908
ENSG00000257219	LNCOG			1.0	0.448602117474507
ENSG00000257220	PRXL2AP1	-0.5	0.710622610823581	-1.1	0.440885870616642
ENSG00000257221	ENSG00000257221	-1.8	0.0774871611023173	-0.3	0.843293649898146
ENSG00000257222	ENSG00000257222	-1.3	0.223304497257913	1.0	0.496461798912833
ENSG00000257225	ENSG00000257225	-2.9	0.0070321164729485	-0.3	0.882197098917876
ENSG00000257226	ENSG00000257226	0.7	0.668114699941493	-4.0	1.96825049852458E-4
ENSG00000257228	ENSG00000257228	0.7	0.434037755188747	-1.1	0.466851728376055
ENSG00000257241	ENSG00000257241	-3.3	0.00317597069081387	-1.3	0.348498020809049
ENSG00000257242	LINC01619	-0.7	0.399874807906767	0.2	0.85337755895699
ENSG00000257243	PARK7P1	-2.9	1.72014352052751E-4	-2.1	0.0884432209389498
ENSG00000257246	PHBP19	-2.3	5.97976843878206E-4	-0.6	0.569801005578552
ENSG00000257252	ENSG00000257252	-2.9	0.00263868651005057	-0.5	0.753154628467046
ENSG00000257256	ENSG00000257256	-1.3	0.125788270181965	-0.6	0.673729315633596
ENSG00000257258	ENSG00000257258	-0.4	0.829155588565113	0.4	0.807124879004283
ENSG00000257259	LINC02388	-0.2	0.876001076210601	-0.3	0.87267811913134
ENSG00000257261	ENSG00000257261	-1.5	0.0320272249601327	-2.2	0.0052572623221264
ENSG00000257267	ZNF271P	0.6	0.127546818488347	-0.3	0.521127614755018
ENSG00000257270	ENSG00000257270	-1.6	0.0137327607703527		
ENSG00000257271	KIRREL3-AS1	-1.2	0.414497828496834		
ENSG00000257272	ENSG00000257272	0.9	0.510616769729302		
ENSG00000257277	ENSG00000257277	-1.3	0.228407287801841	-1.8	0.0250272032825678
ENSG00000257279	ENSG00000257279	-1.7	0.00364971336928359	0.4	0.647260160729018
ENSG00000257283	ENSG00000257283	-2.0	0.0243681308286096	-3.3	0.00358049585176779
ENSG00000257284	ENSG00000257284	-0.2	0.869873266565116	0.2	0.878423445061827
ENSG00000257285	ENSG00000257285	-1.8	0.041269982187897	-0.3	0.788350818110747
ENSG00000257289	ENSG00000257289	-1.5	0.0764347261187181	-1.8	5.32590664865802E-5
ENSG00000257298	ENSG00000257298	0.2	0.754952709545014	-0.3	0.77068773985823
ENSG00000257302	FAHD2P1	-1.7	0.212946787418389		
ENSG00000257303	ENSG00000257303	-3.8	1.61626136341152E-5	-1.1	0.482601896883988
ENSG00000257307	ENSG00000257307	-1.1	0.269532493114329	-1.5	0.199935454414328
ENSG00000257315	ZBED6	0.3	0.664231498403255	0.3	0.66234660459351
ENSG00000257316	ASS1P14	-2.0	0.130608120065462		
ENSG00000257322	ENSG00000257322	-3.4	0.00103557232469019	0.9	0.600566198930691
ENSG00000257327	ENSG00000257327	0.9	0.547380963024145		
ENSG00000257331	RACGAP1P1	-1.4	0.282522572968306		
ENSG00000257335	MGAM	-0.4	0.752311699436548	2.4	2.11683142934417E-5
ENSG00000257337	ENSG00000257337	0.7	0.153335282461957	-1.5	0.028869501068456
ENSG00000257345	LINC02413	-2.2	0.039838400834538		
ENSG00000257354	ENSG00000257354	-1.0	0.120847293010963	-0.6	0.263440886725261
ENSG00000257359	ENSG00000257359	-1.4	0.205112792868596	-1.6	0.221677821428806
ENSG00000257365	FNTB	-0.6	0.231804419136342	-0.4	0.508118826000197
ENSG00000257368	ENSG00000257368			-3.1	0.00771227146975899
ENSG00000257376	ENSG00000257376	0.4	0.679012380369644	-0.8	0.378719659796558
ENSG00000257384	ENSG00000257384	-1.5	0.18569772666969	-1.4	0.369483057108872
ENSG00000257398	ENSG00000257398	-0.4	0.798289678124408	-0.5	0.795540964025273
ENSG00000257408	ENSG00000257408	-3.0	0.0120957374414619		
ENSG00000257429	ENSG00000257429			-1.6	0.122765596581867
ENSG00000257431	ENSG00000257431	-1.7	0.192458046539962	-0.5	0.805427745117968
ENSG00000257433	ENSG00000257433	-1.9	0.0089766939277406	-1.0	0.457135982238246
ENSG00000257438	ENSG00000257438	0.2	0.81474710760123	-0.7	0.399202983602561
ENSG00000257443	ENSG00000257443	-1.3	0.273262995913011		
ENSG00000257446	ZNF878	-2.4	4.57298797676116E-4	-0.6	0.620087748984757
ENSG00000257452	ENSG00000257452	-1.0	0.476729809573171		
ENSG00000257454	ENSG00000257454	-2.6	0.0140161583996061	-1.8	0.239199397985707
ENSG00000257456	ENSG00000257456	1.4	0.132197480195198	0.9	0.244302177252453
ENSG00000257458	ENSG00000257458	-0.8	0.389158597184189	-1.7	0.158932472568479
ENSG00000257464	ENSG00000257464	-3.5	4.96116567571145E-4		
ENSG00000257467	PPFIA2-AS1	-0.8	0.365006395953935	-0.7	0.487789492068684
ENSG00000257470	ENSG00000257470			-2.1	0.154157571201713
ENSG00000257472	ENSG00000257472	-0.9	0.543933384329042	-1.8	0.200047469127359
ENSG00000257474	ENSG00000257474	-2.3	0.0172231561396889	-2.5	4.0178241072559E-5
ENSG00000257475	ENSG00000257475	-0.4	0.692188534582133	0.7	0.582681076779219
ENSG00000257477	LINC01154	0.9	0.523676774096665		
ENSG00000257489	ENSG00000257489	-0.7	0.379826075116517	-1.6	0.0333877332010192
ENSG00000257494	ENSG00000257494	-0.5	0.60458480314913	1.0	0.435196962470748
ENSG00000257496	ENSG00000257496	-1.6	0.0896156465989115	-0.1	0.937087725895381
ENSG00000257497	ENSG00000257497	0.5	0.590687265174394	0.3	0.800274826359163
ENSG00000257501	PAFAH1B2P2			1.7	0.12971000458505
ENSG00000257509	ENSG00000257509	-2.1	0.00278136753787165	0.9	0.352207807496995
ENSG00000257511	ENSG00000257511	0.6	0.034296327777111	0.3	0.693090352619887
ENSG00000257512	ENSG00000257512	-2.0	0.0435891084206986	0.2	0.926164684267941
ENSG00000257513	NPIPB1P	-0.1	0.945627427541923		
ENSG00000257515	ENSG00000257515	-0.9	0.396764162794543		
ENSG00000257520	SFTA3			-3.0	0.0138604468203137
ENSG00000257523	LINC02326	-0.5	0.748603323068293		
ENSG00000257524	ENSG00000257524	-2.6	0.0232813298062289		
ENSG00000257526	ENSG00000257526	-1.7	0.0819343855320099	-0.8	0.552845876607784
ENSG00000257531	ENSG00000257531	-1.5	0.0980115828409131	0.5	0.719161509153176
ENSG00000257534	ENSG00000257534	-1.4	0.326644685667573	0.1	0.97098006534036
ENSG00000257539	HSPA8P14	-0.5	0.690051613757608	-0.3	0.890235413961783
ENSG00000257542	OR7E47P	-0.7	0.525573265986077	-3.2	3.65948382693282E-5
ENSG00000257543	ENSG00000257543	-2.0	0.137575898561084		
ENSG00000257545	ENSG00000257545	-1.9	0.0464615219504923	2.0	0.046157995223876
ENSG00000257550	ENSG00000257550			2.6	0.0654918657664213
ENSG00000257551	HLX-AS1	-0.5	0.71491981915405		
