Gene ID	Gene Name_x	Colon_FoldChange	Colon_pValue	Gene Name_y	Lung_FoldChange	Lung_pValue
ENSG00000266988	ENSG00000266988	-2.4_0.0371291038920132	0.0371291038920132	ENSG00000266988	-0.9_0.451904461365204	0.451904461365204
ENSG00000266993	ENSG00000266993	0.4_0.536652548744487	0.536652548744487	ENSG00000266993	0.1_0.859170304745683	0.859170304745683
ENSG00000266994	ENSG00000266994	0.8_0.529297278793859	0.529297278793859	ENSG00000266994	-1.3_0.373792965899208	0.373792965899208
ENSG00000266995	ENSG00000266995	0.2_0.903877636569685	0.903877636569685	ENSG00000266995	NA_NA	NA
ENSG00000266998	ENSG00000266998	-0.4_0.729378363107899	0.729378363107899	ENSG00000266998	-0.9_0.564995074548437	0.564995074548437
ENSG00000267000	ENSG00000267000	0.5_0.554581080396435	0.554581080396435	ENSG00000267000	-1.0_0.225051327552463	0.225051327552463
ENSG00000267002	ENSG00000267002	-0.4_0.408195377917714	0.408195377917714	ENSG00000267002	-0.2_0.719575596157354	0.719575596157354
ENSG00000267005	ENSG00000267005	-3.1_0.0002309060197821	0.0002309060197821	ENSG00000267005	-2.6_0.0024113521250494	0.0024113521250494
ENSG00000267006	ENSG00000267006	-0.6_0.471156942366451	0.471156942366451	ENSG00000267006	-0.1_0.95292810779476	0.95292810779476
ENSG00000267009	ENSG00000267009	0.1_0.927910644504135	0.927910644504135	ENSG00000267009	1.0_0.363508329417025	0.363508329417025
ENSG00000267011	ENSG00000267011	NA_NA	NA	ENSG00000267011	-1.1_0.435535170708975	0.435535170708975
ENSG00000267013	LINC01929	0.9_0.549360932509647	0.549360932509647	LINC01929	1.3_0.231110638355871	0.231110638355871
ENSG00000267014	LINC01532	NA_NA	NA	LINC01532	-0.1_0.96957376275157	0.96957376275157
ENSG00000267015	ENSG00000267015	-0.6_0.60027414702208	0.60027414702208	ENSG00000267015	-0.8_0.540512282320829	0.540512282320829
ENSG00000267016	ENSG00000267016	-0.8_0.323226759782441	0.323226759782441	ENSG00000267016	-1.5_0.0465588927526428	0.0465588927526428
ENSG00000267023	LRRC37A16P	0.4_0.383672870416726	0.383672870416726	LRRC37A16P	NA_NA	NA
ENSG00000267026	ENSG00000267026	0.5_0.619187387728938	0.619187387728938	ENSG00000267026	1.0_0.481502627630876	0.481502627630876
ENSG00000267028	TCF4-AS1	-1.2_0.214687076538002	0.214687076538002	TCF4-AS1	-1.2_0.187094524916503	0.187094524916503
ENSG00000267032	ENSG00000267032	-1.1_0.382668278767065	0.382668278767065	ENSG00000267032	-0.7_0.713032746432819	0.713032746432819
ENSG00000267033	ENSG00000267033	-0.6_0.701894793322892	0.701894793322892	ENSG00000267033	NA_NA	NA
ENSG00000267034	ENSG00000267034	NA_NA	NA	ENSG00000267034	-1.2_0.223446475879359	0.223446475879359
ENSG00000267039	ENSG00000267039	-0.4_0.660704656999085	0.660704656999085	ENSG00000267039	-1.1_0.23544528181769	0.23544528181769
ENSG00000267040	ENSG00000267040	-0.2_0.70859004216436	0.70859004216436	ENSG00000267040	0.5_0.134220481333398	0.134220481333398
ENSG00000267041	ZNF850	-0.2_0.702652435221366	0.702652435221366	ZNF850	-0.3_0.6451596710596	0.6451596710596
ENSG00000267044	ENSG00000267044	-1.7_0.155463616442323	0.155463616442323	ENSG00000267044	NA_NA	NA
ENSG00000267046	E2F3P1	-2.5_0.009000831930943	0.009000831930943	E2F3P1	0.2_0.872627504544219	0.872627504544219
ENSG00000267049	ENSG00000267049	-0.5_0.730466487098856	0.730466487098856	ENSG00000267049	NA_NA	NA
ENSG00000267052	ENSG00000267052	-2.0_0.0652141933430372	0.0652141933430372	ENSG00000267052	-0.4_0.812041518826554	0.812041518826554
ENSG00000267053	ENSG00000267053	-2.0_0.0825840297682572	0.0825840297682572	ENSG00000267053	0.2_0.917515394310285	0.917515394310285
ENSG00000267055	ENSG00000267055	0.4_0.718093490273082	0.718093490273082	ENSG00000267055	0.2_0.889194753760194	0.889194753760194
ENSG00000267056	ENSG00000267056	-1.0_0.463143096950505	0.463143096950505	ENSG00000267056	0.3_0.847956503949236	0.847956503949236
ENSG00000267058	ENSG00000267058	-0.3_0.857986023932598	0.857986023932598	ENSG00000267058	NA_NA	NA
ENSG00000267060	PTGES3L	0.4_0.571546679656999	0.571546679656999	PTGES3L	-1.7_0.151454464658675	0.151454464658675
ENSG00000267061	ENSG00000267061	0.6_0.538031895707682	0.538031895707682	ENSG00000267061	-0.9_0.303535056310626	0.303535056310626
ENSG00000267063	ENSG00000267063	-2.5_0.0265162588775634	0.0265162588775634	ENSG00000267063	NA_NA	NA
ENSG00000267064	UXT-AS1	0.3_0.817755964813919	0.817755964813919	UXT-AS1	NA_NA	NA
ENSG00000267065	LINC02080	-0.2_0.892133579198476	0.892133579198476	LINC02080	-0.7_0.548335448779574	0.548335448779574
ENSG00000267069	ENSG00000267069	-0.3_0.871371809278776	0.871371809278776	ENSG00000267069	NA_NA	NA
ENSG00000267072	ENSG00000267072	-0.7_0.583191707019901	0.583191707019901	ENSG00000267072	-0.8_0.586385680451339	0.586385680451339
ENSG00000267074	ENSG00000267074	1.1_0.323469722865814	0.323469722865814	ENSG00000267074	-0.2_0.80009171058808	0.80009171058808
ENSG00000267076	MIX23P3	-1.1_0.376292073737497	0.376292073737497	MIX23P3	NA_NA	NA
ENSG00000267079	ENSG00000267079	-0.1_0.969423618633975	0.969423618633975	ENSG00000267079	-1.2_0.472358263897931	0.472358263897931
ENSG00000267080	ASB16-AS1	-0.2_0.805389071656987	0.805389071656987	ASB16-AS1	-0.2_0.853873628115803	0.853873628115803
ENSG00000267082	ENSG00000267082	-1.4_0.0349729006924986	0.0349729006924986	ENSG00000267082	-1.4_0.149962809458289	0.149962809458289
ENSG00000267083	KRT18P61	-2.8_0.0126500653724199	0.0126500653724199	KRT18P61	-1.4_0.297464479705105	0.297464479705105
ENSG00000267088	ENSG00000267088	-2.2_0.0403008126831285	0.0403008126831285	ENSG00000267088	0.1_0.953274960338804	0.953274960338804
ENSG00000267089	ENSG00000267089	-0.8_0.50583837782524	0.50583837782524	ENSG00000267089	-0.7_0.662441074247813	0.662441074247813
ENSG00000267092	ENSG00000267092	-2.4_0.0118054351588825	0.0118054351588825	ENSG00000267092	NA_NA	NA
ENSG00000267096	ENSG00000267096	0.2_0.917217722718397	0.917217722718397	ENSG00000267096	NA_NA	NA
ENSG00000267097	SLC14A2-AS1	-2.2_0.0867067356650011	0.0867067356650011	SLC14A2-AS1	-2.2_0.039317721173653	0.039317721173653
ENSG00000267100	ILF3-DT	0.3_0.73814660366565	0.73814660366565	ILF3-DT	-0.9_0.0082520438599681	0.0082520438599681
ENSG00000267101	ENSG00000267101	NA_NA	NA	ENSG00000267101	1.0_0.563736672988712	0.563736672988712
ENSG00000267102	ENSG00000267102	-1.9_0.0240440390156518	0.0240440390156518	ENSG00000267102	-1.0_0.281603130685214	0.281603130685214
ENSG00000267106	ZNF561-AS1	-0.3_0.684911309404564	0.684911309404564	ZNF561-AS1	0.1_0.932862894501841	0.932862894501841
ENSG00000267107	PCAT19	0.9_0.231046567728194	0.231046567728194	PCAT19	0.7_0.286537928194293	0.286537928194293
ENSG00000267112	ENSG00000267112	-2.0_0.0644636940880122	0.0644636940880122	ENSG00000267112	-1.0_0.40454789427677	0.40454789427677
ENSG00000267114	ENSG00000267114	-2.0_0.0518591806763652	0.0518591806763652	ENSG00000267114	NA_NA	NA
ENSG00000267115	ENSG00000267115	-2.1_0.0484108197521628	0.0484108197521628	ENSG00000267115	NA_NA	NA
ENSG00000267117	ENSG00000267117	-1.6_0.141200531557943	0.141200531557943	ENSG00000267117	NA_NA	NA
ENSG00000267119	RPL10P15	0.2_0.733383954943016	0.733383954943016	RPL10P15	-0.2_0.867050573292564	0.867050573292564
ENSG00000267121	FMNL1-DT	-1.7_0.0256240870729379	0.0256240870729379	FMNL1-DT	-0.9_0.311085866300053	0.311085866300053
ENSG00000267122	ENSG00000267122	0.3_0.867637959459088	0.867637959459088	ENSG00000267122	NA_NA	NA
ENSG00000267123	SCAT1	-1.0_0.447802558967098	0.447802558967098	SCAT1	1.7_0.208524268124589	0.208524268124589
ENSG00000267127	ENSG00000267127	-1.2_0.187730149494687	0.187730149494687	ENSG00000267127	-1.0_0.23941852223657	0.23941852223657
ENSG00000267128	RNF157-AS1	-0.5_0.677556801834844	0.677556801834844	RNF157-AS1	0.3_0.886304162683914	0.886304162683914
ENSG00000267130	ENSG00000267130	-2.2_0.0399298057077312	0.0399298057077312	ENSG00000267130	NA_NA	NA
ENSG00000267131	ENSG00000267131	-2.3_0.0125504757428508	0.0125504757428508	ENSG00000267131	-0.3_0.836668711424677	0.836668711424677
ENSG00000267136	ENSG00000267136	NA_NA	NA	ENSG00000267136	-1.0_0.127758583481485	0.127758583481485
ENSG00000267137	ENSG00000267137	NA_NA	NA	ENSG00000267137	-0.7_0.584352644131163	0.584352644131163
ENSG00000267138	ENSG00000267138	-0.1_0.935659042978851	0.935659042978851	ENSG00000267138	1.7_0.246877660236573	0.246877660236573
ENSG00000267146	ENSG00000267146	-1.3_0.293129102254716	0.293129102254716	ENSG00000267146	-2.1_0.0645661510158613	0.0645661510158613
ENSG00000267150	ENSG00000267150	-1.9_0.0602027424046168	0.0602027424046168	ENSG00000267150	-1.8_0.136937331930268	0.136937331930268
ENSG00000267152	ENSG00000267152	0.3_0.699040188840315	0.699040188840315	ENSG00000267152	-0.1_0.813856304146806	0.813856304146806
ENSG00000267156	TPMTP1	-0.8_0.550144664148758	0.550144664148758	TPMTP1	NA_NA	NA
ENSG00000267160	ENSG00000267160	-1.3_0.118100018123768	0.118100018123768	ENSG00000267160	-0.6_0.719260121468612	0.719260121468612
ENSG00000267169	ADGRL1-AS1	-1.0_0.161915525304476	0.161915525304476	ADGRL1-AS1	1.0_0.235113811235212	0.235113811235212
ENSG00000267174	ENSG00000267174	-1.0_0.412100865592195	0.412100865592195	ENSG00000267174	1.8_0.113110228332296	0.113110228332296
ENSG00000267177	ENSG00000267177	-2.4_0.0241059802960712	0.0241059802960712	ENSG00000267177	-0.4_0.841800867510862	0.841800867510862
ENSG00000267178	PHF5CP	NA_NA	NA	PHF5CP	1.0_0.508281841596719	0.508281841596719
ENSG00000267179	ENSG00000267179	-0.4_0.803904501013363	0.803904501013363	ENSG00000267179	-0.8_0.625914678821219	0.625914678821219
ENSG00000267182	SNRPCP20	-2.3_0.0414879712709529	0.0414879712709529	SNRPCP20	NA_NA	NA
ENSG00000267184	ENSG00000267184	-0.4_0.688671055290364	0.688671055290364	ENSG00000267184	-2.9_0.0023860378949024	0.0023860378949024
ENSG00000267185	PTP4A2P1	0.2_0.796775180190339	0.796775180190339	PTP4A2P1	1.6_0.0461417514135946	0.0461417514135946
ENSG00000267191	ZNF45-AS1	-0.4_0.772527634641204	0.772527634641204	ZNF45-AS1	-2.7_0.0483881635267282	0.0483881635267282
ENSG00000267192	ENSG00000267192	-1.1_0.29884779300845	0.29884779300845	ENSG00000267192	0.1_0.924215638949675	0.924215638949675
ENSG00000267193	ENSG00000267193	-2.0_0.150191285086175	0.150191285086175	ENSG00000267193	-0.5_0.748181701123434	0.748181701123434
ENSG00000267196	ENSG00000267196	-0.1_0.93265704328823	0.93265704328823	ENSG00000267196	NA_NA	NA
ENSG00000267198	ENSG00000267198	-1.2_0.116451632205546	0.116451632205546	ENSG00000267198	-0.6_0.556514028071601	0.556514028071601
ENSG00000267199	ENSG00000267199	-1.0_0.120793283654661	0.120793283654661	ENSG00000267199	-0.3_0.69395529196188	0.69395529196188
ENSG00000267203	SNRPGP4	-0.5_0.496622478282198	0.496622478282198	SNRPGP4	0.5_0.42174643000535	0.42174643000535
ENSG00000267206	LCN6	-1.0_0.427544337195709	0.427544337195709	LCN6	-0.4_0.807706234117264	0.807706234117264
ENSG00000267207	ENSG00000267207	-1.1_0.363361493429473	0.363361493429473	ENSG00000267207	-2.2_0.0058465144538439	0.0058465144538439
ENSG00000267212	ENSG00000267212	-3.2_5.31053628905399e-05	5.31053628905399e-05	ENSG00000267212	-0.6_0.519953095982281	0.519953095982281
ENSG00000267213	DPY19L3-DT	-1.5_0.198143112548117	0.198143112548117	DPY19L3-DT	-2.9_0.0113787650692856	0.0113787650692856
ENSG00000267214	ENSG00000267214	-0.8_0.530843863179105	0.530843863179105	ENSG00000267214	NA_NA	NA
ENSG00000267216	ZNF8-ERVK3-1	-3.2_3.29542620810354e-05	3.29542620810354e-05	ZNF8-ERVK3-1	-0.9_0.457090852197112	0.457090852197112
ENSG00000267218	ENSG00000267218	-1.5_0.155090970659531	0.155090970659531	ENSG00000267218	NA_NA	NA
ENSG00000267219	ENSG00000267219	-1.3_0.153452725125971	0.153452725125971	ENSG00000267219	-1.8_0.103147478041203	0.103147478041203
ENSG00000267221	C17orf113	-2.3_0.0056158744927146	0.0056158744927146	C17orf113	-1.9_0.0192009202240342	0.0192009202240342
ENSG00000267222	ENSG00000267222	-1.0_0.0862721613052608	0.0862721613052608	ENSG00000267222	-0.3_0.848912862812139	0.848912862812139
ENSG00000267224	ENSG00000267224	-0.2_0.863548321969686	0.863548321969686	ENSG00000267224	-1.8_0.200098201522515	0.200098201522515
ENSG00000267226	MALT1-AS1	-2.6_0.0166318202399732	0.0166318202399732	MALT1-AS1	NA_NA	NA
ENSG00000267234	ENSG00000267234	-2.3_0.0131189599629104	0.0131189599629104	ENSG00000267234	NA_NA	NA
ENSG00000267244	ENSG00000267244	-0.1_0.934437017028087	0.934437017028087	ENSG00000267244	-2.7_0.014304410225831	0.014304410225831
ENSG00000267248	ENSG00000267248	-1.2_0.190621386828789	0.190621386828789	ENSG00000267248	-1.6_0.187031137929822	0.187031137929822
ENSG00000267249	ENSG00000267249	-0.2_0.871480201512527	0.871480201512527	ENSG00000267249	1.4_0.0406783883090647	0.0406783883090647
ENSG00000267250	ENSG00000267250	NA_NA	NA	ENSG00000267250	-2.6_0.0378054365172528	0.0378054365172528
ENSG00000267251	ENSG00000267251	-1.7_0.0242942758790789	0.0242942758790789	ENSG00000267251	0.2_0.846206661987689	0.846206661987689
ENSG00000267253	WHSC1L2P	-0.7_0.165898080136375	0.165898080136375	WHSC1L2P	-0.4_0.700342205484697	0.700342205484697
ENSG00000267254	ZNF790-AS1	0.2_0.796365085146068	0.796365085146068	ZNF790-AS1	-0.9_0.219035115012261	0.219035115012261
ENSG00000267257	ENSG00000267257	-2.0_0.133847245603241	0.133847245603241	ENSG00000267257	NA_NA	NA
ENSG00000267259	ERVE-1	-0.1_0.972424077289143	0.972424077289143	ERVE-1	-3.8_0.0006647320542308	0.0006647320542308
ENSG00000267260	ENSG00000267260	-0.2_0.900335525427761	0.900335525427761	ENSG00000267260	NA_NA	NA
ENSG00000267262	ENSG00000267262	-0.5_0.656890284391628	0.656890284391628	ENSG00000267262	-2.9_8.44735786184563e-05	8.44735786184563e-05
ENSG00000267263	ENSG00000267263	-1.5_0.266543294976087	0.266543294976087	ENSG00000267263	NA_NA	NA
ENSG00000267264	ENSG00000267264	-2.1_0.0030949957084836	0.0030949957084836	ENSG00000267264	-1.9_0.0088574170897455	0.0088574170897455
ENSG00000267265	GP6-AS1	-0.8_0.279228817623606	0.279228817623606	GP6-AS1	-1.3_0.178875006432594	0.178875006432594
ENSG00000267269	ENSG00000267269	1.6_0.0167286955266645	0.0167286955266645	ENSG00000267269	-0.9_0.376712373519269	0.376712373519269
ENSG00000267270	PARD6G-AS1	-1.4_0.0934166203069068	0.0934166203069068	PARD6G-AS1	-0.2_0.890641387357841	0.890641387357841
ENSG00000267272	LINC01140	-0.6_0.468718819634654	0.468718819634654	LINC01140	0.2_0.842123032367145	0.842123032367145
ENSG00000267274	ENSG00000267274	-1.4_0.0469419985668629	0.0469419985668629	ENSG00000267274	-0.9_0.451203488654362	0.451203488654362
ENSG00000267277	ENSG00000267277	-1.2_0.373838547100471	0.373838547100471	ENSG00000267277	-1.2_0.393528491151864	0.393528491151864
ENSG00000267278	MAP3K14-AS1	-1.4_0.0583798115964127	0.0583798115964127	MAP3K14-AS1	-0.5_0.592064196001746	0.592064196001746
ENSG00000267279	ENSG00000267279	NA_NA	NA	ENSG00000267279	-0.7_0.672946889180524	0.672946889180524
ENSG00000267280	TBX2-AS1	-0.9_0.407895441011603	0.407895441011603	TBX2-AS1	-1.7_0.0756217099353977	0.0756217099353977
ENSG00000267281	ATF7-NPFF	0.3_0.858132053536797	0.858132053536797	ATF7-NPFF	NA_NA	NA
ENSG00000267285	ENSG00000267285	-0.7_0.425762440028423	0.425762440028423	ENSG00000267285	-1.2_0.281603130685214	0.281603130685214
ENSG00000267288	ENSG00000267288	-2.8_0.0077032795732849	0.0077032795732849	ENSG00000267288	0.3_0.892623397391327	0.892623397391327
ENSG00000267289	PIN1-DT	-1.9_0.150952054726064	0.150952054726064	PIN1-DT	NA_NA	NA
ENSG00000267293	ENSG00000267293	-2.1_0.008128920887141	0.008128920887141	ENSG00000267293	NA_NA	NA
ENSG00000267296	CEBPA-DT	-2.3_0.0055107917701385	0.0055107917701385	CEBPA-DT	-2.2_0.0848938487456425	0.0848938487456425
ENSG00000267298	ENSG00000267298	-0.4_0.654743191968313	0.654743191968313	ENSG00000267298	-0.2_0.730910292936891	0.730910292936891
ENSG00000267299	ENSG00000267299	-1.4_0.344002461867586	0.344002461867586	ENSG00000267299	-1.3_0.280185453536517	0.280185453536517
ENSG00000267301	RPL23AP77	NA_NA	NA	RPL23AP77	-0.1_0.966193712237499	0.966193712237499
ENSG00000267302	RNFT1-DT	NA_NA	NA	RNFT1-DT	1.0_0.555274317672587	0.555274317672587
ENSG00000267304	ENSG00000267304	-1.1_0.299285165153951	0.299285165153951	ENSG00000267304	NA_NA	NA
ENSG00000267309	ZNF566-AS1	-1.6_0.251664916169354	0.251664916169354	ZNF566-AS1	NA_NA	NA
ENSG00000267311	ENSG00000267311	-3.7_2.63854063781931e-06	2.63854063781931e-06	ENSG00000267311	-2.3_0.0223868140556024	0.0223868140556024
ENSG00000267312	ENSG00000267312	-0.5_0.546237628809524	0.546237628809524	ENSG00000267312	0.2_0.880938311062718	0.880938311062718
ENSG00000267313	KC6	-4.1_1.9447624913915e-05	1.9447624913915e-05	KC6	-1.4_0.359050194423938	0.359050194423938
ENSG00000267316	ENSG00000267316	-0.8_0.605660697964824	0.605660697964824	ENSG00000267316	-2.1_0.039317721173653	0.039317721173653
ENSG00000267317	ENSG00000267317	1.0_0.3032665368583	0.3032665368583	ENSG00000267317	-1.2_0.222050166616749	0.222050166616749
ENSG00000267321	SNHG30	-0.3_0.682872025862599	0.682872025862599	SNHG30	-0.1_0.930659903217199	0.930659903217199
ENSG00000267322	SNHG22	-1.9_0.0033609608940288	0.0033609608940288	SNHG22	-0.9_0.209977033639084	0.209977033639084
ENSG00000267325	LINC01415	1.3_0.230956827368176	0.230956827368176	LINC01415	0.7_0.44441700092536	0.44441700092536
ENSG00000267327	ENSG00000267327	NA_NA	NA	ENSG00000267327	-1.2_0.467527754702473	0.467527754702473
ENSG00000267333	ASNSP6	-1.2_0.412767314166886	0.412767314166886	ASNSP6	NA_NA	NA
ENSG00000267340	ENSG00000267340	0.1_0.969159871145975	0.969159871145975	ENSG00000267340	-2.1_0.127735312309152	0.127735312309152
ENSG00000267341	ENSG00000267341	-0.3_0.716400942423465	0.716400942423465	ENSG00000267341	-1.1_0.468487370966572	0.468487370966572
ENSG00000267342	ENSG00000267342	-0.8_0.614145953554669	0.614145953554669	ENSG00000267342	NA_NA	NA
ENSG00000267343	ZNF833P	-0.7_0.489001069729055	0.489001069729055	ZNF833P	-2.8_0.0132547249163236	0.0132547249163236
ENSG00000267344	ENSG00000267344	-1.3_0.378184221321576	0.378184221321576	ENSG00000267344	NA_NA	NA
ENSG00000267346	EIF5AP3	-0.8_0.618932471875927	0.618932471875927	EIF5AP3	NA_NA	NA
ENSG00000267348	GEMIN7-AS1	-2.5_0.0011336437801921	0.0011336437801921	GEMIN7-AS1	-1.2_0.14101143126849	0.14101143126849
ENSG00000267353	ENSG00000267353	0.2_0.925711112391376	0.925711112391376	ENSG00000267353	-1.7_0.24428394189385	0.24428394189385
ENSG00000267355	RPL9P29	-3.0_0.0045981195395359	0.0045981195395359	RPL9P29	-1.9_0.153506962895973	0.153506962895973
ENSG00000267360	ENSG00000267360	0.5_0.74978836673468	0.74978836673468	ENSG00000267360	NA_NA	NA
ENSG00000267361	SEC24AP1	NA_NA	NA	SEC24AP1	-0.4_0.687440484673907	0.687440484673907
ENSG00000267364	ENSG00000267364	2.2_0.0249444292390738	0.0249444292390738	ENSG00000267364	0.2_0.902956612521418	0.902956612521418
ENSG00000267365	KCNJ2-AS1	-1.1_0.152364022149644	0.152364022149644	KCNJ2-AS1	-0.3_0.801935430539161	0.801935430539161
ENSG00000267366	ENSG00000267366	-1.2_0.164194352996273	0.164194352996273	ENSG00000267366	-0.7_0.45332230751451	0.45332230751451
ENSG00000267369	TAF5LP1	-0.6_0.666859590670869	0.666859590670869	TAF5LP1	0.1_0.954885798975443	0.954885798975443
ENSG00000267370	ENSG00000267370	-1.3_0.0761564970209446	0.0761564970209446	ENSG00000267370	-0.6_0.568597892195694	0.568597892195694
ENSG00000267372	ENSG00000267372	-0.1_0.950904249419309	0.950904249419309	ENSG00000267372	NA_NA	NA
ENSG00000267373	ENSG00000267373	-0.6_0.640253569889221	0.640253569889221	ENSG00000267373	-2.1_0.0996033546980487	0.0996033546980487
ENSG00000267374	MIR924HG	-2.5_0.002761111937457	0.002761111937457	MIR924HG	1.9_0.122748311677313	0.122748311677313
ENSG00000267375	ENSG00000267375	-2.9_0.000136737929185	0.000136737929185	ENSG00000267375	-2.1_0.0113602486279172	0.0113602486279172
ENSG00000267382	ENSG00000267382	NA_NA	NA	ENSG00000267382	0.1_0.9773575602942	0.9773575602942
ENSG00000267383	ENSG00000267383	-1.3_0.14492768857735	0.14492768857735	ENSG00000267383	0.1_0.948599944184024	0.948599944184024
ENSG00000267385	ENSG00000267385	NA_NA	NA	ENSG00000267385	0.3_0.883364410567414	0.883364410567414
ENSG00000267387	ENSG00000267387	-3.7_2.0971923573001e-05	2.0971923573001e-05	ENSG00000267387	-0.6_0.656660362417486	0.656660362417486
ENSG00000267389	ENSG00000267389	-1.7_0.205371748258415	0.205371748258415	ENSG00000267389	NA_NA	NA
ENSG00000267390	KDSR-DT	-1.0_0.343757537978027	0.343757537978027	KDSR-DT	-1.2_0.396704283641952	0.396704283641952
ENSG00000267393	ENSG00000267393	-1.6_0.041103359246379	0.041103359246379	ENSG00000267393	-0.5_0.748395898189222	0.748395898189222
ENSG00000267394	ATXN7L3-AS1	-5.3_1.79409601506722e-09	1.79409601506722e-09	ATXN7L3-AS1	-3.9_0.0010942576033462	0.0010942576033462
ENSG00000267395	DM1-AS	-2.8_0.0003716366168208	0.0003716366168208	DM1-AS	-3.0_1.16913052342635e-05	1.16913052342635e-05
ENSG00000267397	ENSG00000267397	-2.1_0.0120261643991967	0.0120261643991967	ENSG00000267397	-1.2_0.167016029431163	0.167016029431163
ENSG00000267402	TCF4-AS2	-1.6_0.0408376193211596	0.0408376193211596	TCF4-AS2	NA_NA	NA
ENSG00000267404	ENSG00000267404	0.2_0.918344690340336	0.918344690340336	ENSG00000267404	NA_NA	NA
ENSG00000267405	ENSG00000267405	-1.4_0.281656808141974	0.281656808141974	ENSG00000267405	NA_NA	NA
ENSG00000267412	ENSG00000267412	-1.3_0.230785797381253	0.230785797381253	ENSG00000267412	0.8_0.64153337085617	0.64153337085617
ENSG00000267414	SETBP1-DT	-0.7_0.390215748630581	0.390215748630581	SETBP1-DT	-0.9_0.174669889107037	0.174669889107037
ENSG00000267416	HEATR6-DT	-2.8_0.0097744819918819	0.0097744819918819	HEATR6-DT	-1.6_0.267924285334417	0.267924285334417
ENSG00000267419	ZNF56	-0.7_0.226374608413228	0.226374608413228	ZNF56	-1.3_0.101646596030095	0.101646596030095
ENSG00000267421	ZFP28-DT	-1.6_0.24231175723119	0.24231175723119	ZFP28-DT	NA_NA	NA
ENSG00000267422	ENSG00000267422	-0.2_0.774576491962802	0.774576491962802	ENSG00000267422	0.1_0.892484761622389	0.892484761622389
ENSG00000267429	ENSG00000267429	-0.7_0.597878287810571	0.597878287810571	ENSG00000267429	-2.0_0.110097916025374	0.110097916025374
ENSG00000267430	ENSG00000267430	-3.0_1.79542057451062e-06	1.79542057451062e-06	ENSG00000267430	0.8_0.51417648414935	0.51417648414935
ENSG00000267432	DNAH17-AS1	-0.8_0.531280096980049	0.531280096980049	DNAH17-AS1	-1.5_0.166346585003233	0.166346585003233
ENSG00000267452	LINC02073	NA_NA	NA	LINC02073	-2.1_0.0379965552856598	0.0379965552856598
ENSG00000267454	ZNF582-DT	-0.9_0.365373378233284	0.365373378233284	ZNF582-DT	0.1_0.958265413607044	0.958265413607044
ENSG00000267457	ENSG00000267457	0.6_0.552401798642892	0.552401798642892	ENSG00000267457	-1.1_0.275822077656518	0.275822077656518
ENSG00000267461	ENSG00000267461	-2.6_0.0020523551814712	0.0020523551814712	ENSG00000267461	-2.5_0.0007716877183424	0.0007716877183424
ENSG00000267463	UBE2V2P2	0.5_0.731245582399163	0.731245582399163	UBE2V2P2	-0.7_0.676784810562697	0.676784810562697
ENSG00000267466	ENSG00000267466	-1.8_0.116814140927559	0.116814140927559	ENSG00000267466	1.7_0.260729473289641	0.260729473289641
ENSG00000267470	ZNF571-AS1	-0.4_0.638374578333228	0.638374578333228	ZNF571-AS1	-0.8_0.31304035828759	0.31304035828759
ENSG00000267474	ENSG00000267474	-1.5_0.256491422769121	0.256491422769121	ENSG00000267474	0.1_0.955222548289416	0.955222548289416
ENSG00000267475	NUDT19-DT	-0.9_0.402290277952394	0.402290277952394	NUDT19-DT	2.3_0.0594537116509276	0.0594537116509276
ENSG00000267476	ENSG00000267476	-0.6_0.465544027039915	0.465544027039915	ENSG00000267476	-0.1_0.967889266032211	0.967889266032211
ENSG00000267480	ENSG00000267480	-1.1_0.237767229260921	0.237767229260921	ENSG00000267480	-0.5_0.772843724897571	0.772843724897571
ENSG00000267481	ENSG00000267481	0.2_0.80631905182164	0.80631905182164	ENSG00000267481	-0.2_0.614080637970877	0.614080637970877
ENSG00000267490	ENSG00000267490	-1.7_0.210770542072295	0.210770542072295	ENSG00000267490	-0.5_0.761416494586297	0.761416494586297
ENSG00000267491	ENSG00000267491	-1.2_0.0922022637190327	0.0922022637190327	ENSG00000267491	0.7_0.455471437288909	0.455471437288909
ENSG00000267493	CIRBP-AS1	-1.8_0.0865161030775431	0.0865161030775431	CIRBP-AS1	-0.5_0.783266549004692	0.783266549004692
ENSG00000267497	NFE2L3P1	-1.2_0.294031988251968	0.294031988251968	NFE2L3P1	2.5_0.0299664911033457	0.0299664911033457
ENSG00000267500	ZNF887P	-2.5_0.0234700593734375	0.0234700593734375	ZNF887P	-0.6_0.758444702538926	0.758444702538926
ENSG00000267503	ENSG00000267503	-0.8_0.369126683948536	0.369126683948536	ENSG00000267503	-1.6_0.0085553614095687	0.0085553614095687
ENSG00000267504	ENSG00000267504	-1.1_0.158446497668786	0.158446497668786	ENSG00000267504	-1.8_0.006215587277559	0.006215587277559
ENSG00000267505	ENSG00000267505	-2.0_0.0093716910437116	0.0093716910437116	ENSG00000267505	-2.0_0.0510281207807405	0.0510281207807405
ENSG00000267506	ENSG00000267506	-1.9_0.0248345300861036	0.0248345300861036	ENSG00000267506	NA_NA	NA
ENSG00000267508	ZNF285	-0.2_0.851943349137114	0.851943349137114	ZNF285	-1.2_0.135268234348628	0.135268234348628
ENSG00000267510	ENSG00000267510	-0.8_0.380048000397015	0.380048000397015	ENSG00000267510	0.7_0.472665374930619	0.472665374930619
